CRATER_ID,LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,DEPTH_RIM_TOPOG,DEPTH_FLOOR_TOPOG,DEPTH_RIMFLOOR_TOPOG,CRATER_NAME,FAN_LATITUDE,FAN_LONGITUDE ,FAN_CLASS,FAN_AZIMUTH_BEARING,TANAKA_UNIT,TANAKA_UNIT_DESCRIPTION,REFERENCE
03-000017,38.48,-72.43,45.85,1.77,-0.09,1.86,,38.69,-72.61,alluvial fan,315,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
03-000017,38.48,-72.43,45.85,1.77,-0.09,1.86,,38.67,-72.62,alluvial fan,315,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
03-000017,38.48,-72.43,45.85,1.77,-0.09,1.86,,38.65,-72.66,alluvial fan,292.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
03-000017,38.48,-72.43,45.85,1.77,-0.09,1.86,,38.61,-72.7,alluvial fan,292.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
03-000017,38.48,-72.43,45.85,1.77,-0.09,1.86,,38.61,-72.16,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
03-000017,38.48,-72.43,45.85,1.77,-0.09,1.86,,38.64,-72.19,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
03-000017,38.48,-72.43,45.85,1.77,-0.09,1.86,,38.52,-72.79,alluvial fan,270,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
03-000017,38.48,-72.43,45.85,1.77,-0.09,1.86,,38.49,-72.79,alluvial fan,270,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
03-000017,38.48,-72.43,45.85,1.77,-0.09,1.86,,38.45,-72.8,alluvial fan,247.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
03-000046,38.71,-81.54,27.9,0.72,-0.62,1.34,Jampur,38.86,-81.6,alluvial fan,337.5,eHv,Early Hesperian volcanic unit+K1052,Wilson et al. (2013)/ this paper
03-000046,38.71,-81.54,27.9,0.72,-0.62,1.34,Jampur,38.85,-81.63,alluvial fan,315,eHv,Early Hesperian volcanic unit,Wilson et al. (2013)/ this paper
03-000046,38.71,-81.54,27.9,0.72,-0.62,1.34,Jampur,38.83,-81.67,alluvial fan,315,eHv,Early Hesperian volcanic unit,Wilson et al. (2013)/ this paper
03-000046,38.71,-81.54,27.9,0.72,-0.62,1.34,Jampur,38.81,-81.69,alluvial fan,292.5,eHv,Early Hesperian volcanic unit,Wilson et al. (2013)/ this paper
03-000046,38.71,-81.54,27.9,0.72,-0.62,1.34,Jampur,38.79,-81.71,alluvial fan,292.5,eHv,Early Hesperian volcanic unit,Wilson et al. (2013)/ this paper
03-000046,38.71,-81.54,27.9,0.72,-0.62,1.34,Jampur,38.87,-81.49,alluvial fan,0,eHv,Early Hesperian volcanic unit,Wilson et al. (2013)/ this paper
03-000046,38.71,-81.54,27.9,0.72,-0.62,1.34,Jampur,38.86,-81.54,alluvial fan,337.5,eHv,Early Hesperian volcanic unit,Wilson et al. (2013)/ this paper
03-000055,34.88,-66.13,25.36,-0.82,-2.28,1.46,,35.01,-66.14,alluvial fan,337.5,eHh,Early Hesperian highland unit,Wilson et al. (2013)/ this paper
03-000055,34.88,-66.13,25.36,-0.82,-2.28,1.46,,35.01,-66.17,alluvial fan,337.5,eHh,Early Hesperian highland unit,Wilson et al. (2013)/ this paper
03-000055,34.88,-66.13,25.36,-0.82,-2.28,1.46,,34.97,-66.26,alluvial fan,292.5,eHh,Early Hesperian highland unit,Wilson et al. (2013)/ this paper
03-000055,34.88,-66.13,25.36,-0.82,-2.28,1.46,,34.99,-66.2,alluvial fan,315,eHh,Early Hesperian highland unit,Wilson et al. (2013)/ this paper
03-000055,34.88,-66.13,25.36,-0.82,-2.28,1.46,,34.84,-66.31,alluvial fan,247.5,eHh,Early Hesperian highland unit,Wilson et al. (2013)/ this paper
04-000052,31.44,-12.92,40.56,-3.21,-5.14,1.93,,31.67,-13.08,alluvial fan,315,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
04-000052,31.44,-12.92,40.56,-3.21,-5.14,1.93,,31.7,-13.04,alluvial fan,337.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
04-000052,31.44,-12.92,40.56,-3.21,-5.14,1.93,,31.62,-12.66,alluvial fan,45,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
04-000052,31.44,-12.92,40.56,-3.21,-5.14,1.93,,31.48,-13.27,alluvial fan,270,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
04-000052,31.44,-12.92,40.56,-3.21,-5.14,1.93,,31.47,-12.69,alluvial fan,67.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
04-000052,31.44,-12.92,40.56,-3.21,-5.14,1.93,,31.36,-13.28,alluvial fan,247.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
04-000077,32.45,-58.28,34.4,-0.41,-2.44,2.03,,32.62,-58.1,alluvial fan,22.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
04-000077,32.45,-58.28,34.4,-0.41,-2.44,2.03,,32.28,-58.21,alluvial fan,157.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
04-000077,32.45,-58.28,34.4,-0.41,-2.44,2.03,,32.29,-58.36,alluvial fan,202.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
04-000077,32.45,-58.28,34.4,-0.41,-2.44,2.03,,32.29,-58.15,alluvial fan,135,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
04-000130,36.58,-30.41,26.54,-3.82,-5.47,1.65,,36.52,-30.59,alluvial fan,225,lHl,Late Hesperian lowland unit,this paper 
04-000130,36.58,-30.41,26.54,-3.82,-5.47,1.65,,36.7,-30.27,alluvial fan,22.5,lHl,Late Hesperian lowland unit,this paper 
04-000130,36.58,-30.41,26.54,-3.82,-5.47,1.65,,36.55,-30.61,alluvial fan,247.5,lHl,Late Hesperian lowland unit,this paper 
04-000130,36.58,-30.41,26.54,-3.82,-5.47,1.65,,36.63,-30.6,alluvial fan,270,lHl,Late Hesperian lowland unit,this paper 
04-000130,36.58,-30.41,26.54,-3.82,-5.47,1.65,,36.43,-30.42,alluvial fan,180,lHl,Late Hesperian lowland unit,this paper 
04-000130,36.58,-30.41,26.54,-3.82,-5.47,1.65,,36.53,-30.59,alluvial fan,247.5,lHl,Late Hesperian lowland unit,this paper 
04-000130,36.58,-30.41,26.54,-3.82,-5.47,1.65,,36.54,-30.6,alluvial fan,247.5,lHl,Late Hesperian lowland unit,this paper 
04-000130,36.58,-30.41,26.54,-3.82,-5.47,1.65,,36.43,-30.45,alluvial fan,180,lHl,Late Hesperian lowland unit,this paper 
04-000130,36.58,-30.41,26.54,-3.82,-5.47,1.65,,36.43,-30.39,alluvial fan,157.5,lHl,Late Hesperian lowland unit,this paper 
04-000130,36.58,-30.41,26.54,-3.82,-5.47,1.65,,36.4,-30.36,alluvial fan,157.5,lHl,Late Hesperian lowland unit,this paper 
05-000015,36.63,56.45,81.83,-1.04,-2.68,1.63,,36.09,56.9,alluvial fan,135,HNt,Hesperian and Noachian transition unit,this paper 
05-000015,36.63,56.45,81.83,-1.04,-2.68,1.63,,36.06,56.82,alluvial fan,135,HNt,Hesperian and Noachian transition unit,this paper 
05-000056,35.62,0.55,47.99,-2.23,-4.17,1.94,,35.86,0.67,alluvial fan,0,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
05-000056,35.62,0.55,47.99,-2.23,-4.17,1.94,,35.75,0.81,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
05-000056,35.62,0.55,47.99,-2.23,-4.17,1.94,,35.36,0.62,alluvial fan,157.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
05-000056,35.62,0.55,47.99,-2.23,-4.17,1.94,,35.36,0.57,alluvial fan,157.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
05-000271,31.05,2.51,24.14,-2.4,-2.84,0.45,,31.21,2.41,alluvial fan,315,lNh,Late Noachian highland unit,this paper 
08-000002,0.19,-164.52,107.36,-2.42,-4.74,2.32,Nicholson,0.88,-164.66,alluvial fan,337.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
08-000002,0.19,-164.52,107.36,-2.42,-4.74,2.32,Nicholson,0.84,-164.57,alluvial fan,337.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
08-000002,0.19,-164.52,107.36,-2.42,-4.74,2.32,Nicholson,0.8,-164.8,alluvial fan,315,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
08-000002,0.19,-164.52,107.36,-2.42,-4.74,2.32,Nicholson,0.39,-165.24,alluvial fan,270,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
08-000002,0.19,-164.52,107.36,-2.42,-4.74,2.32,Nicholson,0.2,-165.2,alluvial fan,270,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
08-000002,0.19,-164.52,107.36,-2.42,-4.74,2.32,Nicholson,-0.13,-165.17,alluvial fan,225,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
08-000002,0.19,-164.52,107.36,-2.42,-4.74,2.32,Nicholson,-0.53,-164.62,alluvial fan,180,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
08-000002,0.19,-164.52,107.36,-2.42,-4.74,2.32,Nicholson,-0.09,-164.96,alluvial fan,225,AHi,Amazonian and Hesperian impact unit,this paper 
08-000005,17.93,-169.71,59.65,-2.97,-5.08,2.1,,18.33,-169.75,alluvial fan,337.5,HNt,Hesperian and Noachian transition unit,Wilson et al. (2013)/ this paper
08-000005,17.93,-169.71,59.65,-2.97,-5.08,2.1,,18.32,-169.79,alluvial fan,337.5,HNt,Hesperian and Noachian transition unit,Wilson et al. (2013)/ this paper
08-000005,17.93,-169.71,59.65,-2.97,-5.08,2.1,,18.31,-169.89,alluvial fan,315,HNt,Hesperian and Noachian transition unit,Wilson et al. (2013)/ this paper
08-000005,17.93,-169.71,59.65,-2.97,-5.08,2.1,,18.26,-169.95,alluvial fan,315,HNt,Hesperian and Noachian transition unit,Wilson et al. (2013)/ this paper
08-000005,17.93,-169.71,59.65,-2.97,-5.08,2.1,,17.94,-169.35,alluvial fan,67.5,HNt,Hesperian and Noachian transition unit,Wilson et al. (2013)/ this paper
08-000005,17.93,-169.71,59.65,-2.97,-5.08,2.1,,17.65,-169.84,alluvial fan,202.5,HNt,Hesperian and Noachian transition unit,Wilson et al. (2013)/ this paper
08-000006,15.44,-178.43,59.5,-2.52,-4.51,1.99,,15.85,-178.34,alluvial fan,0,AHi,Amazonian and Hesperian impact unit,this paper 
08-000016,24.08,-177.35,49.3,-3.08,-5.12,2.04,,24.41,-177.23,alluvial fan,0,HNt,Hesperian and Noachian transition unit,this paper 
08-000016,24.08,-177.35,49.3,-3.08,-5.12,2.04,,24.42,-177.35,alluvial fan,0,HNt,Hesperian and Noachian transition unit,this paper 
08-000016,24.08,-177.35,49.3,-3.08,-5.12,2.04,,24.42,-177.28,alluvial fan,0,HNt,Hesperian and Noachian transition unit,this paper 
08-000016,24.08,-177.35,49.3,-3.08,-5.12,2.04,,23.75,-177.39,alluvial fan,180,HNt,Hesperian and Noachian transition unit,this paper 
10-000012,8.22,-49.35,71.61,-0.42,-2.78,2.36,,8.53,-49.05,alluvial fan,22.5,AHi,Amazonian and Hesperian impact unit,di Achille et al. (2006a)
10-000012,8.22,-49.35,71.61,-0.42,-2.78,2.36,,7.94,-49.1,alluvial fan,135,AHi,Amazonian and Hesperian impact unit,di Achille et al. (2006a)
10-000012,8.22,-49.35,71.61,-0.42,-2.78,2.36,,7.99,-49.02,alluvial fan,112.5,AHi,Amazonian and Hesperian impact unit,di Achille et al. (2006a)
10-000012,8.22,-49.35,71.61,-0.42,-2.78,2.36,,7.8,-49.25,alluvial fan,157.5,AHi,Amazonian and Hesperian impact unit,di Achille et al. (2006a)
10-000013,2.27,-51.61,66.25,0.24,-2.15,2.4,,1.91,-51.77,alluvial fan,202.5,AHi,Amazonian and Hesperian impact unit,this paper 
10-000018,12.56,-54.87,59.08,-0.12,-1.93,1.81,Tibrikot,12.18,-54.9,alluvial fan,180,eNh,Early Noachian highland unit,this paper 
10-000018,12.56,-54.87,59.08,-0.12,-1.93,1.81,Tibrikot,12.19,-54.78,alluvial fan,157.5,eNh,Early Noachian highland unit,this paper 
10-000019,10.08,-52.22,58.64,-0.09,-2.65,2.55,,10.31,-52.43,alluvial fan,315,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
10-000019,10.08,-52.22,58.64,-0.09,-2.65,2.55,,10.32,-52.53,alluvial fan,292.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
10-000019,10.08,-52.22,58.64,-0.09,-2.65,2.55,,9.9,-51.97,alluvial fan,112.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
10-000019,10.08,-52.22,58.64,-0.09,-2.65,2.55,,9.79,-52.16,alluvial fan,157.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
10-000035,4.54,-69.23,48.81,1.17,-0.49,1.66,,4.22,-69.34,alluvial fan,180,eHh,Early Hesperian highland unit,this paper 
10-000035,4.54,-69.23,48.81,1.17,-0.49,1.66,,4.24,-69.36,alluvial fan,202.5,eHh,Early Hesperian highland unit,this paper 
10-000042,12.65,-48.38,44.5,-1.68,-3.75,2.07,,12.49,-48.18,alluvial fan,112.5,AHi,Amazonian and Hesperian impact unit,this paper 
10-000042,12.65,-48.38,44.5,-1.68,-3.75,2.07,,12.87,-48.22,alluvial fan,22.5,AHi,Amazonian and Hesperian impact unit,this paper 
10-000042,12.65,-48.38,44.5,-1.68,-3.75,2.07,,12.88,-48.25,alluvial fan,22.5,AHi,Amazonian and Hesperian impact unit,this paper 
10-000042,12.65,-48.38,44.5,-1.68,-3.75,2.07,,12.55,-48.14,alluvial fan,112.5,AHi,Amazonian and Hesperian impact unit,this paper 
10-000052,11.1,-52.91,41.67,-0.2,-2.13,1.94,,11.21,-53.12,alluvial fan,292.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
10-000052,11.1,-52.91,41.67,-0.2,-2.13,1.94,,11.1,-53.16,alluvial fan,247.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
10-000096,11.86,-61.52,30.25,-0.2,-1.56,1.36,,12.08,-61.56,alluvial fan,337.5,eHh,Early Hesperian highland unit,Wilson et al. (2013)/ this paper
10-000096,11.86,-61.52,30.25,-0.2,-1.56,1.36,,12.03,-61.71,alluvial fan,292.5,eHh,Early Hesperian highland unit,Wilson et al. (2013)/ this paper
10-000096,11.86,-61.52,30.25,-0.2,-1.56,1.36,,11.8,-61.74,alluvial fan,247.5,eHh,Early Hesperian highland unit,Wilson et al. (2013)/ this paper
10-000096,11.86,-61.52,30.25,-0.2,-1.56,1.36,,11.64,-61.65,alluvial fan,202.5,eHh,Early Hesperian highland unit,Wilson et al. (2013)/ this paper
10-000096,11.86,-61.52,30.25,-0.2,-1.56,1.36,,11.65,-61.43,alluvial fan,135,eHh,Early Hesperian highland unit,Wilson et al. (2013)/ this paper
10-000134,5.22,-54.46,24.1,1.49,0.01,1.47,,5.21,-54.59,alluvial fan,247.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
10-000134,5.22,-54.46,24.1,1.49,0.01,1.47,,5.36,-54.41,alluvial fan,0,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
10-000134,5.22,-54.46,24.1,1.49,0.01,1.47,,5.36,-54.43,alluvial fan,0,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
10-000134,5.22,-54.46,24.1,1.49,0.01,1.47,,5.31,-54.54,alluvial fan,315,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
10-000134,5.22,-54.46,24.1,1.49,0.01,1.47,,5.33,-54.5,alluvial fan,337.5,eNh,Early Noachian highland unit,this paper 
10-000163,5.73,-55.35,21.57,1.11,-0.36,1.47,,5.71,-55.47,alluvial fan,247.5,eNh,Early Noachian highland unit,this paper 
10-000163,5.73,-55.35,21.57,1.11,-0.36,1.47,,5.62,-55.38,alluvial fan,180,eNh,Early Noachian highland unit,this paper 
10-000214,10.41,-56.85,17.7,-0.13,-1.55,1.41,,10.46,-56.94,alluvial fan,292.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
11-000017,10.69,-30.63,93.38,-1.98,-4.7,2.72,Sagan,11.17,-31.02,alluvial fan,315,mNh,Middle Noachian highland unit,this paper 
11-000017,10.69,-30.63,93.38,-1.98,-4.7,2.72,Sagan,10.61,-30.11,alluvial fan,90,mNh,Middle Noachian highland unit,this paper 
11-000017,10.69,-30.63,93.38,-1.98,-4.7,2.72,Sagan,10.47,-30.15,alluvial fan,112.5,mNh,Middle Noachian highland unit,this paper 
11-000017,10.69,-30.63,93.38,-1.98,-4.7,2.72,Sagan,10.25,-30.34,alluvial fan,135,mNh,Middle Noachian highland unit,this paper 
11-000034,9.81,-33.79,69,-2.05,-4.24,2.19,,9.74,-34.18,alluvial fan,247.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
11-000034,9.81,-33.79,69,-2.05,-4.24,2.19,,9.61,-34.11,alluvial fan,225,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
11-000034,9.81,-33.79,69,-2.05,-4.24,2.19,,9.47,-34.01,alluvial fan,202.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
11-000034,9.81,-33.79,69,-2.05,-4.24,2.19,,9.44,-33.91,alluvial fan,180,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
11-000034,9.81,-33.79,69,-2.05,-4.24,2.19,,9.4,-33.85,alluvial fan,180,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
11-000046,23.24,-33.66,63.07,-3.22,-4.89,1.67,Wahoo,23.26,-33.16,alluvial fan,67.5,AHi,Amazonian and Hesperian impact unit,this paper 
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.5,-32.63,alluvial fan,67.5,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.84,-33.24,alluvial fan,315,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.64,-33.33,alluvial fan,292.5,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.37,-33.32,alluvial fan,247.5,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.63,-32.68,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.25,-32.66,alluvial fan,112.5,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.03,-32.87,alluvial fan,157.5,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.03,-32.88,alluvial fan,157.5,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.14,-32.99,alluvial fan,180,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.15,-33.01,alluvial fan,180,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.21,-33.23,alluvial fan,202.5,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.4,-33.32,alluvial fan,247.5,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.44,-33.32,alluvial fan,247.5,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.47,-33.38,alluvial fan,247.5,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.65,-33.32,alluvial fan,292.5,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.84,-33.04,alluvial fan,337.5,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.84,-33.05,alluvial fan,337.5,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.81,-32.84,alluvial fan,22.5,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.73,-32.7,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.73,-32.75,alluvial fan,22.5,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.66,-32.55,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.7,-33.28,alluvial fan,292.5,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000056,7.48,-32.98,57.97,-3.11,-5.14,2.02,Mojave,7.68,-32.66,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,Williams and Malin 2008
11-000109,4.21,-43.4,43.85,-0.67,-2.01,1.34,,4.18,-43.71,alluvial fan,247.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
11-000192,2.37,-38.07,33.94,-1.5,-2.61,1.11,,2.55,-37.99,alluvial fan,22.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
11-000192,2.37,-38.07,33.94,-1.5,-2.61,1.11,,2.25,-38.3,alluvial fan,225,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
11-000244,7.91,-40.86,29.25,-1.72,-2.85,1.13,,7.77,-40.92,alluvial fan,202.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
11-000249,28.28,-12.35,28.83,-2.72,-3.85,1.13,,28.26,-12.17,alluvial fan,90,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
11-000349,7.65,-43.93,22.77,-1.08,-2.35,1.27,,7.71,-44.05,alluvial fan,292.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
11-000349,7.65,-43.93,22.77,-1.08,-2.35,1.27,,7.76,-43.97,alluvial fan,315,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
11-000349,7.65,-43.93,22.77,-1.08,-2.35,1.27,,7.69,-43.81,alluvial fan,67.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
12-000582,16.5,11.5,21.54,-1.29,-2.85,1.56,,16.59,11.44,alluvial fan,315,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
12-000582,16.5,11.5,21.54,-1.29,-2.85,1.56,,16.6,11.51,alluvial fan,0,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
12-000582,16.5,11.5,21.54,-1.29,-2.85,1.56,,16.6,11.48,alluvial fan,337.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
12-000582,16.5,11.5,21.54,-1.29,-2.85,1.56,,16.65,11.5,alluvial fan,0,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
13-000003,22.76,65.48,181.31,1.07,-1.34,2.41,Baldet,21.5,65.56,alluvial fan,157.5,mNh,Middle Noachian highland unit,this paper 
13-000003,22.76,65.48,181.31,1.07,-1.34,2.41,Baldet,21.53,65.29,alluvial fan,180,mNh,Middle Noachian highland unit,this paper 
13-000020,25.5,83.93,94.21,-1.42,-3.52,2.1,Peridier,26.17,84.1,alluvial fan,0,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
13-000056,3.08,57.75,65.94,2.01,0.14,1.87,Leighton,3.42,57.48,alluvial fan,315,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
13-000058,2.64,85.79,65.61,-0.87,-2.63,1.76,,2.64,85.77,alluvial fan,202.5,mNhm,Middle Noachian highland massif unit,Wilson et al. (2013)/ this paper
13-000072,20.75,75.78,60.83,0.29,-1.95,2.24,Hargraves,20.94,75.45,alluvial fan,292.5,AHi,Amazonian and Hesperian impact unit,this paper 
13-000511,2.8,57.52,16.35,0.77,-0.14,0.91,,2.81,57.41,alluvial fan,270,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
14-000003,5.45,93.58,96.12,-2.3,-4.59,2.28,Du Martheray,5.01,94.02,alluvial fan,135,AHi,Amazonian and Hesperian impact unit,this paper 
14-000021,8.63,102.61,57.56,-1.17,-3.74,2.58,,8.25,102.39,alluvial fan,202.5,HNt,Hesperian and Noachian transition unit,Wilson et al. (2013)/ this paper
14-000021,8.63,102.61,57.56,-1.17,-3.74,2.58,,8.22,102.43,alluvial fan,202.5,HNt,Hesperian and Noachian transition unit,Wilson et al. (2013)/ this paper
14-000021,8.63,102.61,57.56,-1.17,-3.74,2.58,,8.2,102.48,alluvial fan,180,HNt,Hesperian and Noachian transition unit,Wilson et al. (2013)/ this paper
14-000022,8.22,119.02,57.4,-0.13,-2.32,2.2,Ehden,8.56,118.83,alluvial fan,315,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
14-000022,8.22,119.02,57.4,-0.13,-2.32,2.2,Ehden,8.39,118.76,alluvial fan,292.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
14-000022,8.22,119.02,57.4,-0.13,-2.32,2.2,Ehden,7.99,118.88,alluvial fan,202.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
14-000040,2.66,110.39,44.74,0.52,-1.32,1.84,,2.91,110.39,alluvial fan,0,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
14-000040,2.66,110.39,44.74,0.52,-1.32,1.84,,2.46,110.26,alluvial fan,202.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
14-000046,1.23,133.94,43.28,-1.89,-4.16,2.27,,1.51,133.88,alluvial fan,337.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
14-000046,1.23,133.94,43.28,-1.89,-4.16,2.27,,1.43,134.02,alluvial fan,0,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
14-000046,1.23,133.94,43.28,-1.89,-4.16,2.27,,1.36,134.14,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
