CRATER_ID,LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,DEPTH_RIM_TOPOG,DEPTH_FLOOR_TOPOG,DEPTH_RIMFLOOR_TOPOG,CRATER_NAME,FAN_LATITUDE,FAN_LONGITUDE ,FAN_CLASS,FAN_AZIMUTH_BEARING,TANAKA_UNIT,TANAKA_UNIT_DESCRIPTION,REFERENCE
29-000210,-36.3,158.22,40.2,1.21,-0.57,1.78,,-36.53,158.18,alluvial fan,180,AHi,Amazonian and Hesperian impact unit,this paper 
29-000247,-37.18,143.33,37.08,2.34,0.62,1.72,,-37,143.44,alluvial fan,22.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000247,-37.18,143.33,37.08,2.34,0.62,1.72,,-37.04,143.48,alluvial fan,22.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000247,-37.18,143.33,37.08,2.34,0.62,1.72,,-37.01,143.45,alluvial fan,22.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000247,-37.18,143.33,37.08,2.34,0.62,1.72,,-37.06,143.5,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000247,-37.18,143.33,37.08,2.34,0.62,1.72,,-37.07,143.51,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000247,-37.18,143.33,37.08,2.34,0.62,1.72,,-37.11,143.55,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000247,-37.18,143.33,37.08,2.34,0.62,1.72,,-37.19,143.58,alluvial fan,90,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000247,-37.18,143.33,37.08,2.34,0.62,1.72,,-37.25,143.58,alluvial fan,90,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000247,-37.18,143.33,37.08,2.34,0.62,1.72,,-37.31,143.56,alluvial fan,112.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000247,-37.18,143.33,37.08,2.34,0.62,1.72,,-37.45,143.3,alluvial fan,180,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000247,-37.18,143.33,37.08,2.34,0.62,1.72,,-37.41,143.17,alluvial fan,202.5,AHi,Amazonian and Hesperian impact unit,this paper 
29-000365,-33.18,126.35,30.72,1.73,-0.09,1.82,,-33.02,126.34,alluvial fan,337.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000365,-33.18,126.35,30.72,1.73,-0.09,1.82,,-33.08,126.44,alluvial fan,22.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000365,-33.18,126.35,30.72,1.73,-0.09,1.82,,-33.11,126.53,alluvial fan,45,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000365,-33.18,126.35,30.72,1.73,-0.09,1.82,,-33.05,126.29,alluvial fan,315,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000365,-33.18,126.35,30.72,1.73,-0.09,1.82,,-33.11,126.2,alluvial fan,292.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000365,-33.18,126.35,30.72,1.73,-0.09,1.82,,-33.09,126.22,alluvial fan,292.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000365,-33.18,126.35,30.72,1.73,-0.09,1.82,,-33.09,126.23,alluvial fan,292.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000365,-33.18,126.35,30.72,1.73,-0.09,1.82,,-33.08,126.24,alluvial fan,315,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000365,-33.18,126.35,30.72,1.73,-0.09,1.82,,-33.06,126.41,alluvial fan,22.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
29-000658,-41.16,177.83,22.62,1.11,-0.4,1.51,,-41.29,177.84,alluvial fan,157.5,lNh,Late Noachian highland unit,this paper 
29-000823,-35.67,153.14,19.55,1.43,0.15,1.29,,-35.57,153.15,alluvial fan,0,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
04-000069,33.28,-54.68,35.87,-1.88,-2.32,0.44,,33.32,-54.94,scarp-fronted fan,270,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
04-000165,35.22,-55.43,23.53,-1.65,-1.87,0.21,,35.14,-55.54,scarp-fronted fan,225,mNh,Middle Noachian highland unit,di Achille and Hynek (2010a)
05-000782,36.63,36.31,10.63,-0.75,-1.08,0.33,,36.64,36.35,scarp-fronted fan,45,mNh,Middle Noachian highland unit,this paper 
07-000003,30.91,163.1,90.22,-2.78,-3.8,1.02,Adams,30.47,162.61,scarp-fronted fan,202.5,AHv,Amazonian and Hesperian volcanic,this paper 
10-000037,11.9,-46.69,46.62,-2.35,-2.71,0.36,,11.66,-47.01,scarp-fronted fan,225,mNh,Middle Noachian highland unit,Hauber et al. (2009)
10-000735,8.54,-48,6.55,-1.67,-1.76,0.09,,8.49,-48.01,scarp-fronted fan,180,mNh,Middle Noachian highland unit,Harrison and Grimm (2005); Hauber et al. (2009)
13-000115,18.41,77.7,47.52,-2.04,-2.69,0.65,Jezero,18.5,77.32,scarp-fronted fan,270,HNt,Hesperian and Noachian transition unit,Fassett and Head (2005)
19-000055,-23.2,-23.58,63.92,-0.49,-1,0.5,,-23.61,-23.76,scarp-fronted fan,180,mNh,Middle Noachian highland unit,Fassett and Head (2008a)
19-000083,-23.99,-33.33,53.94,-0.47,-1.46,0.98,Eberswalde,-23.82,-33.73,scarp-fronted fan,292.5,AHi,Amazonian and Hesperian impact unit,Malin and Edgett (2003)
21-000192,-21.63,57.62,40.73,0.31,-0.12,0.42,,-21.64,57.27,scarp-fronted fan,247.5,eNhm,Early Noachian highland massif unit,Fassett and Head (2008a)
27-000480,-30.87,35.79,25.37,1.61,0.92,0.69,,-30.68,35.85,scarp-fronted fan,0,eNh,Early Noachian highland unit,this paper 
04-000021,33.65,-11.15,58.19,-3.51,-4.9,1.39,,33.23,-11.15,scarp-fronted fan,157.5,mNh,Middle Noachian highland unit,this paper 
04-000052,31.44,-12.92,40.56,-3.21,-5.14,1.93,,31.64,-13.17,scarp-fronted fan,292.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
04-000066,35.1,-9.59,36.45,-3.33,-3.87,0.54,,35.31,-9.36,scarp-fronted fan,22.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
04-000131,37.21,-1.98,26.39,-2.95,-4.4,1.45,,37.35,-1.92,scarp-fronted fan,0,mNh,Middle Noachian highland unit,this paper 
04-000266,33.55,-10.12,16.38,-3.44,-3.73,0.29,,33.42,-10.06,scarp-fronted fan,135,mNh,Middle Noachian highland unit,this paper 
04-000292,35.41,-12.04,15.23,-3.67,-3.88,0.21,,35.48,-11.94,scarp-fronted fan,45,mNh,Middle Noachian highland unit,Wilson et al. (2013)
05-000033,33.71,17.08,61.34,-2.11,-3.69,1.57,,33.95,17.58,scarp-fronted fan,45,mNh,Middle Noachian highland unit,Cabrol and Grin (1999)
05-000056,35.62,0.55,47.99,-2.23,-4.17,1.94,,35.85,0.4,scarp-fronted fan,315,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
05-000056,35.62,0.55,47.99,-2.23,-4.17,1.94,,35.81,0.74,scarp-fronted fan,22.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
05-000056,35.62,0.55,47.99,-2.23,-4.17,1.94,,35.86,0.51,scarp-fronted fan,337.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
05-000098,33.45,3.84,40.47,-2.1,-3.42,1.32,,33.63,3.57,scarp-fronted fan,292.5,mNh,Middle Noachian highland unit,this paper 
05-000144,33.88,4.44,33.63,-2.28,-2.98,0.7,,33.86,4.14,scarp-fronted fan,247.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
05-000172,31.33,0.15,30.43,-2.49,-3.1,0.61,,31.31,-0.13,scarp-fronted fan,247.5,mNh,Middle Noachian highland unit,this paper 
05-000175,35.59,32.44,30.03,-0.98,-1.44,0.46,,35.43,32.56,scarp-fronted fan,135,mNh,Middle Noachian highland unit,this paper 
05-000175,35.59,32.44,30.03,-0.98,-1.44,0.46,,35.48,32.61,scarp-fronted fan,112.5,mNh,Middle Noachian highland unit,this paper 
05-000182,31.92,6.18,29.35,-2.24,-3.45,1.2,,31.81,5.96,scarp-fronted fan,225,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
05-000202,33.2,2.51,27.76,-2.1,-3.5,1.41,,33.39,2.45,scarp-fronted fan,337.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
05-000231,35.19,6.6,26.27,-2.71,-3.89,1.18,,35.02,6.5,scarp-fronted fan,202.5,mNh,Middle Noachian highland unit,this paper 
05-000261,30.96,17.21,24.75,-1.61,-2.28,0.67,,31.15,17.16,scarp-fronted fan,337.5,mNh,Middle Noachian highland unit,this paper 
05-000265,37.02,1.59,24.67,-2.56,-3.15,0.59,,37.2,1.66,scarp-fronted fan,0,mNh,Middle Noachian highland unit,this paper 
05-000286,31.9,20.79,23.53,-1.26,-2.51,1.25,,31.95,20.65,scarp-fronted fan,270,AHi,Amazonian and Hesperian impact unit,this paper 
05-000302,33.51,7.03,22.88,-2.24,-2.78,0.54,,33.67,6.92,scarp-fronted fan,315,mNh,Middle Noachian highland unit,this paper 
05-000696,32.67,6.93,11.69,-2.53,-2.74,0.21,,32.67,7.05,scarp-fronted fan,90,mNh,Middle Noachian highland unit,di Achille and Hynek (2010a)
05-000775,30.84,12.34,10.76,-2.52,-2.91,0.39,,30.9,12.31,scarp-fronted fan,337.5,lNh,Late Noachian highland unit,Grant and Schultz (1993)
06-000052,30.88,65.87,27.94,-0.02,-2,1.98,,30.71,65.8,scarp-fronted fan,180,mNh,Middle Noachian highland unit,Goudge et al. (2012)
08-000005,17.93,-169.71,59.65,-2.97,-5.08,2.1,,18.2,-169.54,scarp-fronted fan,22.5,HNt,Hesperian and Noachian transition unit,Wilson et al. (2013)/ this paper
08-000005,17.93,-169.71,59.65,-2.97,-5.08,2.1,,18.31,-169.65,scarp-fronted fan,0,HNt,Hesperian and Noachian transition unit,Wilson et al. (2013)/ this paper
08-000016,24.08,-177.35,49.3,-3.08,-5.12,2.04,,24.15,-177.14,scarp-fronted fan,67.5,HNt,Hesperian and Noachian transition unit,this paper 
10-000012,8.22,-49.35,71.61,-0.42,-2.78,2.36,,8.44,-49.74,scarp-fronted fan,292.5,AHi,Amazonian and Hesperian impact unit,di Achille et al. (2006a)
10-000013,2.27,-51.61,66.25,0.24,-2.15,2.4,,2.73,-51.67,scarp-fronted fan,337.5,AHi,Amazonian and Hesperian impact unit,Hauber et al. (2009)
10-000044,8.75,-50.38,43.44,-0.64,-1.64,1,,8.63,-50.68,scarp-fronted fan,247.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
10-000048,11.97,-52.72,42.4,-0.68,-1.45,0.77,,11.71,-52.97,scarp-fronted fan,202.5,eNh,Early Noachian highland unit,Cabrol and Grin (1999)
10-000063,5.34,-58.57,37.47,0.15,-0.95,1.1,,5.09,-58.63,scarp-fronted fan,180,mNh,Middle Noachian highland unit,Cabrol and Grin (2001)
10-000066,14.81,-51.86,37.22,-1.68,-2.65,0.97,,14.55,-51.77,scarp-fronted fan,157.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
10-000071,8.33,-54.94,36.08,0.1,-1.22,1.32,,8.17,-55.13,scarp-fronted fan,225,eNh,Early Noachian highland unit,this paper 
10-000101,11.57,-51.25,29.41,-1,-2.16,1.17,,11.35,-51.29,scarp-fronted fan,180,mNh,Middle Noachian highland unit,di Achille and Hynek (2010a)
10-000170,16.2,-53.23,20.88,-1.42,-2.59,1.17,Balvicar,16.05,-53.23,scarp-fronted fan,180,eNh,Early Noachian highland unit,this paper 
10-000400,9.64,-46.17,10.6,-1.88,-2.79,0.91,,9.58,-46.23,scarp-fronted fan,225,mNh,Middle Noachian highland unit,Fassett and Head (2008a)
11-000001,21.89,-7.94,165.23,-1.48,-3.59,2.11,Becquerel,22.55,-8.38,scarp-fronted fan,315,lNh,Late Noachian highland unit,this paper 
11-000001,21.89,-7.94,165.23,-1.48,-3.59,2.11,Becquerel,22.46,-8.49,scarp-fronted fan,315,lNh,Late Noachian highland unit,this paper 
11-000010,23.57,-20.11,100.78,-2.5,-4.21,1.71,Oyama,24.09,-20.71,scarp-fronted fan,292.5,eNh,Early Noachian highland unit,this paper 
11-000018,21.9,-22.37,90.92,-2.79,-5.08,2.29,McLaughlin,22.05,-22.94,scarp-fronted fan,270,eNh,Early Noachian highland unit,this paper 
11-000030,8.46,-15.73,71.68,-1.86,-3.43,1.57,,8.98,-15.78,scarp-fronted fan,337.5,mNh,Middle Noachian highland unit,di Achille and Hynek (2010a)
11-000187,14.29,-24.38,34.41,-2.53,-3.29,0.75,,14.05,-24.31,scarp-fronted fan,157.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
11-000197,7.76,-39.14,33.62,-2.07,-3.39,1.32,,7.57,-38.97,scarp-fronted fan,135,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
11-000249,28.28,-12.35,28.83,-2.72,-3.85,1.13,,28.45,-12.25,scarp-fronted fan,22.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
11-000300,4.02,-38.58,25.61,-1.89,-2.54,0.65,,4.19,-38.71,scarp-fronted fan,315,mNh,Middle Noachian highland unit,this paper 
11-000417,7.98,-26.25,20.19,-2.26,-2.63,0.37,,7.86,-26.15,scarp-fronted fan,135,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
12-000032,28.11,27.91,86.21,-1.25,-2.72,1.48,,28.06,27.13,scarp-fronted fan,247.5,mNh,Middle Noachian highland unit,McGill (2002)
12-000037,27.04,21.41,81.89,-1.08,-3,1.92,,27.61,21.25,scarp-fronted fan,337.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
12-000062,27.87,11.48,67.88,-1.75,-4.7,2.95,,28.25,11.44,scarp-fronted fan,337.5,AHi,Amazonian and Hesperian impact unit,Irwin et al. (2005)
12-000062,27.87,11.48,67.88,-1.75,-4.7,2.95,,28.13,11.21,scarp-fronted fan,315,AHi,Amazonian and Hesperian impact unit,Irwin et al. (2005)
12-000062,27.87,11.48,67.88,-1.75,-4.7,2.95,,27.9,11.1,scarp-fronted fan,270,AHi,Amazonian and Hesperian impact unit,Irwin et al. (2005)
12-000062,27.87,11.48,67.88,-1.75,-4.7,2.95,,27.98,11.1,scarp-fronted fan,270,AHi,Amazonian and Hesperian impact unit,Irwin et al. (2005)
12-000062,27.87,11.48,67.88,-1.75,-4.7,2.95,,27.68,11.24,scarp-fronted fan,225,AHi,Amazonian and Hesperian impact unit,Irwin et al. (2005)
12-000079,29.86,25.58,59.96,-1.63,-2.23,0.6,,29.41,25.73,scarp-fronted fan,157.5,mNh,Middle Noachian highland unit,McGill (2002)
12-000114,13.17,9.24,51.31,-0.98,-2.78,1.8,,13.33,8.9,scarp-fronted fan,292.5,lNh,Late Noachian highland unit,Wilson et al. (2013)/ this paper
12-000139,19.93,12.01,47.32,-1.64,-3.24,1.6,,19.64,11.72,scarp-fronted fan,202.5,mNh,Middle Noachian highland unit,this paper 
12-000615,12.79,43.26,20.82,0.01,-0.48,0.49,,12.87,43.12,scarp-fronted fan,292.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
13-000049,26.76,74.41,68.73,0.77,-0.73,1.5,,26.42,74.19,scarp-fronted fan,202.5,eNh,Early Noachian highland unit,Fassett and Head (2008a)
13-000049,26.76,74.41,68.73,0.77,-0.73,1.5,,26.38,74.48,scarp-fronted fan,157.5,eNh,Early Noachian highland unit,Fassett and Head (2008a)
13-000072,20.75,75.78,60.83,0.29,-1.95,2.24,Hargraves,21.03,75.54,scarp-fronted fan,315,AHi,Amazonian and Hesperian impact unit,this paper 
13-000101,26.05,57.02,52.16,-0.58,-3.13,2.56,,26.46,56.94,scarp-fronted fan,337.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
13-000101,26.05,57.02,52.16,-0.58,-3.13,2.56,,25.78,56.8,scarp-fronted fan,202.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
13-000185,26.67,76.04,34.74,0.01,-1.93,1.94,,26.94,76.04,scarp-fronted fan,0,eNh,Early Noachian highland unit,this paper 
13-000194,29.6,56.64,34.3,0.1,-0.57,0.67,,29.44,56.88,scarp-fronted fan,112.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
14-000002,2.79,121.85,101.32,-0.76,-2.24,1.47,,2.14,121.61,scarp-fronted fan,180,HNt,Hesperian and Noachian transition unit,Irwin et al. (2005)
14-000329,1.47,116.25,14.81,0.59,-0.52,1.12,,1.4,116.2,scarp-fronted fan,202.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
16-000040,-8.14,-159.44,72.33,-1.16,-2.47,1.32,,-8.63,-159.26,scarp-fronted fan,157.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
16-000100,-5.88,-149.5,49.8,-1.48,-1.77,0.29,,-6.27,-149.49,scarp-fronted fan,157.5,mNh,Middle Noachian highland unit,Ori et al (2000)
16-000207,-15.5,-155.46,36.03,0.81,0.02,0.79,,-15.68,-155.21,scarp-fronted fan,112.5,mNh,Middle Noachian highland unit,Ori et al (2000)
16-000230,-7.75,-146.63,33.23,-0.33,-1.1,0.77,,-8,-146.57,scarp-fronted fan,157.5,mNh,Middle Noachian highland unit,Cabrol and Grin (2001)
18-000011,-28.45,-50.98,77.23,1.26,-1.4,2.67,Ritchey,-28.52,-50.45,scarp-fronted fan,90,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
18-000011,-28.45,-50.98,77.23,1.26,-1.4,2.67,Ritchey,-28.57,-50.44,scarp-fronted fan,90,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
18-000052,-10.02,-53.65,39.22,2.54,1.23,1.32,Dogana,-9.85,-53.44,scarp-fronted fan,45,lNh,Late Noachian highland unit,di Achille and Komatsu (2008)
18-000119,-22.21,-47.76,24.83,1.01,0,1.01,,-22.1,-47.61,scarp-fronted fan,45,mNh,Middle Noachian highland unit,this paper 
18-000138,-4.29,-51.77,21.15,1.26,0.47,0.79,,-4.14,-51.83,scarp-fronted fan,315,mNh,Middle Noachian highland unit,this paper 
19-000576,-1.28,-40.88,17.6,-0.56,-1.25,0.69,Rypin,-1.28,-41.03,scarp-fronted fan,247.5,mNh,Middle Noachian highland unit,this paper 
19-000755,-22.31,-23.65,13.98,-0.87,-1.14,0.27,Yegros,-22.4,-23.7,scarp-fronted fan,202.5,mNh,Middle Noachian highland unit,Fassett and Head (2008a)
20-000017,-18.49,27.3,108.5,2.61,1.59,1.02,Bouguer,-18.92,26.55,scarp-fronted fan,225,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
20-000322,-22.23,37.05,31.56,1.33,-0.27,1.59,,-22.35,36.97,scarp-fronted fan,202.5,eNh,Early Noachian highland unit,Wilson et al. (2013)/ this paper
20-000407,-19.28,12.85,27.56,1.99,0.06,1.93,,-19.35,12.85,scarp-fronted fan,180,eNh,Early Noachian highland unit,this paper 
21-000020,-27.34,83.2,90.38,-0.07,-2.32,2.25,,-28.01,83.08,scarp-fronted fan,180,eNhm,Early Noachian highland massif unit,Howard and Moore (2004)
21-000035,-28.89,84.16,77.94,-0.81,-2.84,2.03,,-29.25,84.55,scarp-fronted fan,135,eNhm,Early Noachian highland massif unit,Moore and Howard (2005)
22-000411,-4.67,118.14,22.34,0.84,0.23,0.61,,-4.59,117.98,scarp-fronted fan,292.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
23-000004,-5.37,137.81,154.08,0.34,-4.38,4.72,Gale,-5.48,136.97,scarp-fronted fan,247.5,AHi,Amazonian and Hesperian impact unit,Cabrol and Grin (2001)
23-000004,-5.37,137.81,154.08,0.34,-4.38,4.72,Gale,-5.83,137.19,scarp-fronted fan,225,AHi,Amazonian and Hesperian impact unit,Cabrol and Grin (2001)
23-000004,-5.37,137.81,154.08,0.34,-4.38,4.72,Gale,-4.99,136.74,scarp-fronted fan,270,AHi,Amazonian and Hesperian impact unit,this paper 
23-000004,-5.37,137.81,154.08,0.34,-4.38,4.72,Gale,-5.01,136.71,scarp-fronted fan,270,AHi,Amazonian and Hesperian impact unit,this paper 
23-000007,-10.6,139.78,114.38,1.74,0.46,1.27,Wien,-11.38,139.51,scarp-fronted fan,180,mNh,Middle Noachian highland unit,this paper 
23-000011,-9.07,150.51,102.66,-0.2,-1.69,1.49,,-9.17,149.73,scarp-fronted fan,247.5,HNt,Hesperian and Noachian transition unit,di Achille and Hynek (2010a)
23-000048,-9.91,144.54,67.29,-0.21,-0.89,0.68,,-10.4,144.79,scarp-fronted fan,135,mNh,Middle Noachian highland unit,di Achille and Hynek (2010a)
23-000048,-9.91,144.54,67.29,-0.21,-0.89,0.68,,-10.46,144.57,scarp-fronted fan,157.5,mNh,Middle Noachian highland unit,di Achille and Hynek (2010a)
23-000151,-9.43,148.84,39.98,0.13,-0.73,0.87,,-9.74,148.79,scarp-fronted fan,180,mNh,Middle Noachian highland unit,di Achille and Hynek (2010a)
23-000227,-6.39,141.27,33.55,-1.33,-3.17,1.83,,-6.57,141.12,scarp-fronted fan,202.5,HNt,Hesperian and Noachian transition unit,di Achille and Hynek (2010a)
23-000304,-5.41,136.24,28.52,-0.83,-1.56,0.73,,-5.47,136.07,scarp-fronted fan,247.5,AHi,Amazonian and Hesperian impact unit,Wilson et al. (2013)/ this paper
23-000555,-10.77,154.52,19.49,0.33,0.07,0.27,,-10.91,154.47,scarp-fronted fan,180,mNh,Middle Noachian highland unit,Fassett and Head (2008a)
24-000070,-53.95,-149.64,73.84,2.06,0.16,1.9,Millman,-53.51,-149.16,scarp-fronted fan,22.5,mNh,Middle Noachian highland unit,this paper 
25-000158,-35.27,-86.31,42.64,4.2,2.35,1.85,,-35.49,-86.49,scarp-fronted fan,202.5,mNh,Middle Noachian highland unit,this paper 
25-000393,-39.18,-103.31,24.23,3.02,2.18,0.84,,-39.15,-103.07,scarp-fronted fan,67.5,mNh,Middle Noachian highland unit,Mangold and Ansan (2005)
26-000029,-53.39,-13.62,69.57,2.05,0.45,1.61,,-53.13,-14.33,scarp-fronted fan,292.5,mNh,Middle Noachian highland unit,Fassett and Head (2008a)
27-000090,-30.22,32.5,60.34,1.65,0.37,1.28,,-30.59,32.71,scarp-fronted fan,135,mNh,Middle Noachian highland unit,this paper 
28-000236,-32.47,103.13,30.34,0.81,-1.08,1.88,,-32.39,103,scarp-fronted fan,292.5,eHv,Early Hesperian volcanic unit,this paper 
04-000032,33.1,-0.67,47.75,-2.09,-3.06,0.97,,33.44,-0.66,equivocal fan,0,mNh,Middle Noachian highland unit,this paper 
04-000066,35.1,-9.59,36.45,-3.33,-3.87,0.54,,35.39,-9.72,equivocal fan,337.5,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
04-000069,33.28,-54.68,35.87,-1.88,-2.32,0.44,,33.49,-54.86,equivocal fan,315,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
04-000290,35.77,-12.06,15.26,-3.66,-3.97,0.31,,35.68,-12.2,equivocal fan,225,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
05-000033,33.71,17.08,61.34,-2.11,-3.69,1.57,,33.51,17.6,equivocal fan,112.5,mNh,Middle Noachian highland unit,Cabrol and Grin (1999)
05-000043,39.64,6.52,55.51,-2.91,-3.54,0.63,,39.44,7.1,equivocal fan,112.5,mNh,Middle Noachian highland unit,this paper 
05-000144,33.88,4.44,33.63,-2.28,-2.98,0.7,,33.7,4.18,equivocal fan,225,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
05-000147,34.13,17.99,33.49,-1.87,-2.36,0.5,,34.38,18.11,equivocal fan,0,mNh,Middle Noachian highland unit,Cabrol and Grin (1999)
05-000151,37.58,8.64,32.88,-2.55,-2.99,0.44,,37.4,8.41,equivocal fan,225,mNh,Middle Noachian highland unit,di Achille and Hynek (2010a)
05-000161,30.96,46.9,31.87,-1.35,-2.68,1.33,,30.97,46.73,equivocal fan,270,mNh,Middle Noachian highland unit,this paper 
05-000191,31.11,46.4,28.56,-1.38,-1.96,0.58,,31.27,46.25,equivocal fan,315,mNh,Middle Noachian highland unit,this paper 
08-000002,0.19,-164.52,107.36,-2.42,-4.74,2.32,Nicholson,0.79,-164.93,equivocal fan,315,AHi,Amazonian and Hesperian impact unit,this paper 
10-000013,2.27,-51.61,66.25,0.24,-2.15,2.4,,2.23,-51.37,equivocal fan,90,AHi,Amazonian and Hesperian impact unit,Hauber et al. (2009)
10-000013,2.27,-51.61,66.25,0.24,-2.15,2.4,,1.89,-51.66,equivocal fan,180,AHi,Amazonian and Hesperian impact unit,Hauber et al. (2009)
10-000125,11.25,-51.34,24.97,-0.95,-1.59,0.64,,11.27,-51.53,equivocal fan,270,mNh,Middle Noachian highland unit,this paper 
10-000162,9.69,-49.34,21.62,-1.21,-1.98,0.76,,9.85,-49.43,equivocal fan,315,mNh,Middle Noachian highland unit,Hauber et al. (2009)
11-000017,10.69,-30.63,93.38,-1.98,-4.7,2.72,Sagan,11.09,-30.33,equivocal fan,22.5,mNh,Middle Noachian highland unit,this paper 
11-000345,18.08,-23.02,23,-2.7,-3.25,0.55,,18.18,-22.88,equivocal fan,45,mNh,Middle Noachian highland unit,Wilson et al. (2013)/ this paper
12-000463,19.97,36.45,25.74,-0.41,-1.05,0.63,,20.12,36.55,equivocal fan,22.5,mNh,Middle Noachian highland unit,Fassett and Head (2008a)
13-000115,18.41,77.7,47.52,-2.04,-2.69,0.65,Jezero,18.76,77.56,equivocal fan,337.5,HNt,Hesperian and Noachian transition unit,Fassett and Head (2005)
15-000008,27.84,160.53,71.35,-1.4,-4.02,2.62,Lockyer,27.8,160.85,equivocal fan,90,AHi,Amazonian and Hesperian impact unit,this paper 
15-000057,22.85,175.9,27.22,-2.75,-4.52,1.77,,22.79,176.01,equivocal fan,112.5,eHt,Early Hesperian transition unit,Wilson et al. (2013)/ this paper
15-000057,22.85,175.9,27.22,-2.75,-4.52,1.77,,22.79,176,equivocal fan,112.5,eHt,Early Hesperian transition unit,Wilson et al. (2013)/ this paper
15-000057,22.85,175.9,27.22,-2.75,-4.52,1.77,,22.78,175.99,equivocal fan,112.5,eHt,Early Hesperian transition unit,Wilson et al. (2013)/ this paper
15-000057,22.85,175.9,27.22,-2.75,-4.52,1.77,,22.78,175.98,equivocal fan,112.5,eHt,Early Hesperian transition unit,Wilson et al. (2013)/ this paper
15-000057,22.85,175.9,27.22,-2.75,-4.52,1.77,,22.78,175.98,equivocal fan,112.5,eHt,Early Hesperian transition unit,Wilson et al. (2013)/ this paper
15-000057,22.85,175.9,27.22,-2.75,-4.52,1.77,,22.77,175.96,equivocal fan,135,eHt,Early Hesperian transition unit,Wilson et al. (2013)/ this paper
16-000541,-9.56,-167.17,20.75,-0.96,-1.5,0.53,,-9.48,-167.29,equivocal fan,292.5,mNh,Middle Noachian highland unit,Fassett and Head (2008a)
16-001253,-11.18,-175.07,9.8,-1.84,-2.11,0.26,,-11.23,-175.12,equivocal fan,202.5,eNh,Early Noachian highland unit,this paper 
